Element 1
0.003815	-0.001956	0.001467	-0.000000	0.000783	0.001174	-0.002054	0.001956	0.000293	0.001761	-0.000783	0.000587	0.002054	-0.001956	-0.000293	-0.001761	0.000783	-0.000587	-0.003815	0.001956	-0.001467	0.000000	-0.000783	-0.001174	
-0.001956	0.006749	-0.002934	0.000196	-0.004402	-0.000587	0.001956	-0.004988	-0.000587	-0.000196	0.006162	-0.002934	-0.001956	0.004988	0.000587	0.000196	-0.006162	0.002934	0.001956	-0.006749	0.002934	-0.000196	0.004402	0.000587	
0.001467	-0.002934	0.005037	0.001027	0.000587	0.001712	-0.000293	0.000587	0.001125	0.000147	-0.002934	0.004450	0.000293	-0.000587	-0.001125	-0.000147	0.002934	-0.004450	-0.001467	0.002934	-0.005037	-0.001027	-0.000587	-0.001712	
-0.000000	0.000196	0.001027	0.002788	0.000978	0.000734	0.001761	-0.000196	-0.000147	-0.001027	-0.000978	0.000147	-0.001761	0.000196	0.000147	0.001027	0.000978	-0.000147	0.000000	-0.000196	-0.001027	-0.002788	-0.000978	-0.000734	
0.000783	-0.004402	0.000587	0.000978	0.006456	0.002934	-0.000783	0.006162	0.002934	-0.000978	-0.004695	0.000587	0.000783	-0.006162	-0.002934	0.000978	0.004695	-0.000587	-0.000783	0.004402	-0.000587	-0.000978	-0.006456	-0.002934	
0.001174	-0.000587	0.001712	0.000734	0.002934	0.004744	-0.000587	0.002934	0.004450	-0.000147	-0.000587	0.001418	0.000587	-0.002934	-0.004450	0.000147	0.000587	-0.001418	-0.001174	0.000587	-0.001712	-0.000734	-0.002934	-0.004744	
-0.002054	0.001956	-0.000293	0.001761	-0.000783	-0.000587	0.003815	-0.001956	-0.001467	-0.000000	0.000783	-0.001174	-0.003815	0.001956	0.001467	0.000000	-0.000783	0.001174	0.002054	-0.001956	0.000293	-0.001761	0.000783	0.000587	
0.001956	-0.004988	0.000587	-0.000196	0.006162	0.002934	-0.001956	0.006749	0.002934	0.000196	-0.004402	0.000587	0.001956	-0.006749	-0.002934	-0.000196	0.004402	-0.000587	-0.001956	0.004988	-0.000587	0.000196	-0.006162	-0.002934	
0.000293	-0.000587	0.001125	-0.000147	0.002934	0.004450	-0.001467	0.002934	0.005037	-0.001027	-0.000587	0.001712	0.001467	-0.002934	-0.005037	0.001027	0.000587	-0.001712	-0.000293	0.000587	-0.001125	0.000147	-0.002934	-0.004450	
0.001761	-0.000196	0.000147	-0.001027	-0.000978	-0.000147	-0.000000	0.000196	-0.001027	0.002788	0.000978	-0.000734	0.000000	-0.000196	0.001027	-0.002788	-0.000978	0.000734	-0.001761	0.000196	-0.000147	0.001027	0.000978	0.000147	
-0.000783	0.006162	-0.002934	-0.000978	-0.004695	-0.000587	0.000783	-0.004402	-0.000587	0.000978	0.006456	-0.002934	-0.000783	0.004402	0.000587	-0.000978	-0.006456	0.002934	0.000783	-0.006162	0.002934	0.000978	0.004695	0.000587	
0.000587	-0.002934	0.004450	0.000147	0.000587	0.001418	-0.001174	0.000587	0.001712	-0.000734	-0.002934	0.004744	0.001174	-0.000587	-0.001712	0.000734	0.002934	-0.004744	-0.000587	0.002934	-0.004450	-0.000147	-0.000587	-0.001418	
0.002054	-0.001956	0.000293	-0.001761	0.000783	0.000587	-0.003815	0.001956	0.001467	0.000000	-0.000783	0.001174	0.003815	-0.001956	-0.001467	-0.000000	0.000783	-0.001174	-0.002054	0.001956	-0.000293	0.001761	-0.000783	-0.000587	
-0.001956	0.004988	-0.000587	0.000196	-0.006162	-0.002934	0.001956	-0.006749	-0.002934	-0.000196	0.004402	-0.000587	-0.001956	0.006749	0.002934	0.000196	-0.004402	0.000587	0.001956	-0.004988	0.000587	-0.000196	0.006162	0.002934	
-0.000293	0.000587	-0.001125	0.000147	-0.002934	-0.004450	0.001467	-0.002934	-0.005037	0.001027	0.000587	-0.001712	-0.001467	0.002934	0.005037	-0.001027	-0.000587	0.001712	0.000293	-0.000587	0.001125	-0.000147	0.002934	0.004450	
-0.001761	0.000196	-0.000147	0.001027	0.000978	0.000147	0.000000	-0.000196	0.001027	-0.002788	-0.000978	0.000734	-0.000000	0.000196	-0.001027	0.002788	0.000978	-0.000734	0.001761	-0.000196	0.000147	-0.001027	-0.000978	-0.000147	
0.000783	-0.006162	0.002934	0.000978	0.004695	0.000587	-0.000783	0.004402	0.000587	-0.000978	-0.006456	0.002934	0.000783	-0.004402	-0.000587	0.000978	0.006456	-0.002934	-0.000783	0.006162	-0.002934	-0.000978	-0.004695	-0.000587	
-0.000587	0.002934	-0.004450	-0.000147	-0.000587	-0.001418	0.001174	-0.000587	-0.001712	0.000734	0.002934	-0.004744	-0.001174	0.000587	0.001712	-0.000734	-0.002934	0.004744	0.000587	-0.002934	0.004450	0.000147	0.000587	0.001418	
-0.003815	0.001956	-0.001467	0.000000	-0.000783	-0.001174	0.002054	-0.001956	-0.000293	-0.001761	0.000783	-0.000587	-0.002054	0.001956	0.000293	0.001761	-0.000783	0.000587	0.003815	-0.001956	0.001467	-0.000000	0.000783	0.001174	
0.001956	-0.006749	0.002934	-0.000196	0.004402	0.000587	-0.001956	0.004988	0.000587	0.000196	-0.006162	0.002934	0.001956	-0.004988	-0.000587	-0.000196	0.006162	-0.002934	-0.001956	0.006749	-0.002934	0.000196	-0.004402	-0.000587	
-0.001467	0.002934	-0.005037	-0.001027	-0.000587	-0.001712	0.000293	-0.000587	-0.001125	-0.000147	0.002934	-0.004450	-0.000293	0.000587	0.001125	0.000147	-0.002934	0.004450	0.001467	-0.002934	0.005037	0.001027	0.000587	0.001712	
