0.000000,0.009000
0.100000,0.009145
0.200000,0.008550
0.300000,0.004276
0.400000,-0.001168
0.500000,-0.003849
0.600000,-0.007408
0.700000,-0.010742
0.800000,-0.009392
0.900000,-0.006765
1.000000,-0.004376
1.100000,-0.000053
1.200000,0.005772
1.300000,0.008063
1.400000,0.008821
1.500000,0.010332
1.600000,0.007526
1.700000,0.002749
1.800000,-0.000759
1.900000,-0.004277
2.000000,-0.008957
2.100000,-0.010356
2.200000,-0.008309
2.300000,-0.007349
2.400000,-0.003995
2.500000,0.001947
2.600000,0.005684
2.700000,0.007637
2.800000,0.010073
2.900000,0.010107
3.000000,0.006010
3.100000,0.002555
3.200000,-0.000480
3.300000,-0.006131
3.400000,-0.009321
3.500000,-0.009179
3.600000,-0.008906
3.700000,-0.007386
3.800000,-0.002371
3.900000,0.002797
4.000000,0.004955
4.100000,0.008789
4.200000,0.010797
4.300000,0.008594
4.400000,0.005638
4.500000,0.002976
4.600000,-0.001945
4.700000,-0.007283
4.800000,-0.008489
4.900000,-0.009261
5.000000,-0.009786
5.100000,-0.005990
5.200000,-0.001070
5.300000,0.002124
5.400000,0.005875
5.500000,0.009970
5.600000,0.010066
5.700000,0.007646
5.800000,0.006356
5.900000,0.002079
6.000000,-0.003790
6.100000,-0.006693
6.200000,-0.008479
6.300000,-0.010318
6.400000,-0.009198
6.500000,-0.004407
6.600000,-0.001298
6.700000,0.002268
6.800000,0.007747
6.900000,0.009714
7.000000,0.009089
7.100000,0.008303
7.200000,0.006069
7.300000,0.000236
7.400000,-0.004062
7.500000,-0.006195
7.600000,-0.009751
7.700000,-0.010567
7.800000,-0.007498
7.900000,-0.004438
8.000000,-0.001427
8.100000,0.003968
8.200000,0.008381
8.300000,0.008823
8.400000,0.009365
8.500000,0.008980
8.600000,0.004153
8.700000,-0.000452
8.800000,-0.003553
8.900000,-0.007302
9.000000,-0.010628
9.100000,-0.009464
9.200000,-0.006817
9.300000,-0.005182
9.400000,0.000056
9.500000,0.005299
9.600000,0.007649
9.700000,0.009002
9.800000,0.010338
9.900000,0.007843
