0.000000,0.018000
0.100000,0.018289
0.200000,0.017101
0.300000,0.008552
0.400000,-0.002337
0.500000,-0.007699
0.600000,-0.014817
0.700000,-0.021483
0.800000,-0.018784
0.900000,-0.013529
1.000000,-0.008753
1.100000,-0.000105
1.200000,0.011543
1.300000,0.016127
1.400000,0.017641
1.500000,0.020664
1.600000,0.015052
1.700000,0.005498
1.800000,-0.001517
1.900000,-0.008554
2.000000,-0.017913
2.100000,-0.020712
2.200000,-0.016618
2.300000,-0.014698
2.400000,-0.007990
2.500000,0.003894
2.600000,0.011369
2.700000,0.015275
2.800000,0.020146
2.900000,0.020215
3.000000,0.012019
3.100000,0.005110
3.200000,-0.000959
3.300000,-0.012263
3.400000,-0.018641
3.500000,-0.018359
3.600000,-0.017812
3.700000,-0.014773
3.800000,-0.004742
3.900000,0.005595
4.000000,0.009910
4.100000,0.017579
4.200000,0.021595
4.300000,0.017188
4.400000,0.011277
4.500000,0.005952
4.600000,-0.003889
4.700000,-0.014566
4.800000,-0.016979
4.900000,-0.018522
5.000000,-0.019573
5.100000,-0.011979
5.200000,-0.002141
5.300000,0.004248
5.400000,0.011751
5.500000,0.019940
5.600000,0.020133
5.700000,0.015291
5.800000,0.012712
5.900000,0.004158
6.000000,-0.007579
6.100000,-0.013386
6.200000,-0.016958
6.300000,-0.020636
6.400000,-0.018395
6.500000,-0.008815
6.600000,-0.002596
6.700000,0.004536
6.800000,0.015494
6.900000,0.019428
7.000000,0.018178
7.100000,0.016606
7.200000,0.012138
7.300000,0.000472
7.400000,-0.008124
7.500000,-0.012391
7.600000,-0.019502
7.700000,-0.021134
7.800000,-0.014996
7.900000,-0.008875
8.000000,-0.002854
8.100000,0.007935
8.200000,0.016762
8.300000,0.017646
8.400000,0.018729
8.500000,0.017959
8.600000,0.008306
8.700000,-0.000904
8.800000,-0.007106
8.900000,-0.014604
9.000000,-0.021256
9.100000,-0.018929
9.200000,-0.013633
9.300000,-0.010364
9.400000,0.000112
9.500000,0.010599
9.600000,0.015298
9.700000,0.018004
9.800000,0.020676
9.900000,0.015686
