0.000000,0.027000
0.100000,0.027434
0.200000,0.025651
0.300000,0.012829
0.400000,-0.003505
0.500000,-0.011548
0.600000,-0.022225
0.700000,-0.032225
0.800000,-0.028175
0.900000,-0.020294
1.000000,-0.013129
1.100000,-0.000158
1.200000,0.017315
1.300000,0.024190
1.400000,0.026462
1.500000,0.030996
1.600000,0.022578
1.700000,0.008248
1.800000,-0.002276
1.900000,-0.012831
2.000000,-0.026870
2.100000,-0.031068
2.200000,-0.024927
2.300000,-0.022047
2.400000,-0.011985
2.500000,0.005840
2.600000,0.017053
2.700000,0.022912
2.800000,0.030220
2.900000,0.030322
3.000000,0.018029
3.100000,0.007666
3.200000,-0.001439
3.300000,-0.018394
3.400000,-0.027962
3.500000,-0.027538
3.600000,-0.026717
3.700000,-0.022159
3.800000,-0.007113
3.900000,0.008392
4.000000,0.014865
4.100000,0.026368
4.200000,0.032392
4.300000,0.025782
4.400000,0.016915
4.500000,0.008928
4.600000,-0.005834
4.700000,-0.021849
4.800000,-0.025468
4.900000,-0.027783
5.000000,-0.029359
5.100000,-0.017969
5.200000,-0.003211
5.300000,0.006372
5.400000,0.017626
5.500000,0.029910
5.600000,0.030199
5.700000,0.022937
5.800000,0.019068
5.900000,0.006237
6.000000,-0.011369
6.100000,-0.020079
6.200000,-0.025436
6.300000,-0.030954
6.400000,-0.027593
6.500000,-0.013222
6.600000,-0.003894
6.700000,0.006804
6.800000,0.023242
6.900000,0.029142
7.000000,0.027268
7.100000,0.024909
7.200000,0.018208
7.300000,0.000708
7.400000,-0.012186
7.500000,-0.018586
7.600000,-0.029253
7.700000,-0.031700
7.800000,-0.022493
7.900000,-0.013313
8.000000,-0.004282
8.100000,0.011903
8.200000,0.025143
8.300000,0.026469
8.400000,0.028094
8.500000,0.026939
8.600000,0.012459
8.700000,-0.001355
8.800000,-0.010660
8.900000,-0.021905
9.000000,-0.031884
9.100000,-0.028393
9.200000,-0.020450
9.300000,-0.015546
9.400000,0.000168
9.500000,0.015898
9.600000,0.022948
9.700000,0.027006
9.800000,0.031014
9.900000,0.023529
