1, -0.000000, -0.000000, -0.000000
2, -0.000000, -0.000000, -0.000000
3, -0.000000, -0.000000, -0.000000
4, -0.000000, -0.000000, -0.000000
5, -0.000659, -0.008336, -0.004241
6, 0.000729, -0.006871, -0.004112
7, -0.000115, -0.005409, -0.000596
8, -0.000579, -0.001085, 0.000933
9, -0.000000, -0.000000, -0.000000
10, 0.000345, -0.006159, -0.000796
11, -0.000000, -0.000000, -0.000000
12, -0.000372, 0.000050, 0.001955
13, 0.002027, -0.008191, -0.003447
14, 0.002774, -0.003782, 0.008778
15, -0.000343, -0.004765, -0.000990
16, -0.000453, -0.005971, 0.007176
17, 0.000014, 0.000073, -0.000094
18, 0.004377, -0.016816, 0.002145
19, 0.000319, -0.014355, -0.000213
20, -0.000058, -0.011993, -0.001421
21, -0.002298, -0.003200, 0.005468
22, 0.000119, -0.012983, 0.000084
23, -0.000233, -0.014978, 0.002947
24, -0.002970, -0.018972, 0.005464
25, -0.000640, -0.011917, -0.002040
26, -0.000261, -0.014764, 0.004755
27, 0.003867, -0.018149, 0.005167
28, 0.001987, -0.013746, 0.004452
29, 0.001834, -0.011053, 0.005487
30, -0.001432, -0.013133, 0.000112
31, -0.000154, -0.013381, 0.000524
32, 0.001609, -0.012753, 0.006155
33, 0.000173, -0.017544, 0.000113
34, 0.001023, -0.014612, -0.002881
35, 0.000393, -0.013686, -0.001341
36, 0.000427, -0.017497, 0.000531
37, -0.001437, -0.003671, 0.004472
38, 0.001026, -0.003340, 0.001555
39, -0.000064, -0.002603, 0.005880
40, 0.000553, -0.005626, -0.000931
41, 0.001780, -0.001627, -0.007003
42, -0.000234, -0.005283, 0.006189
43, -0.000000, -0.000000, -0.000000
44, -11023911836863369000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, -0.000000, -0.000000
45, -0.000000, -0.000000, -0.000000
46, -0.000000, -0.000000, -0.000000
47, -0.000000, -0.000000, -0.000000
48, -0.000000, -0.000000, -0.000000
49, -0.000000, -0.000000, -0.000000
50, -0.000000, -0.000000, -0.000000
51, -0.000000, -0.000000, -0.000000
52, -0.000000, -0.000000, -0.000000
53, -0.000000, -0.000000, -0.000000
54, -0.000000, -0.000000, -0.000000
